lemID	lemFreq	lemma	PoS	wordFreq	word	%form
5	56512137	y	c	54946171	y	0.972
5	56512137	y	c	1565795	e	0.028
15	15650321	haber	v	4266566	ha	0.273
15	15650321	haber	v	3180543	hay	0.203
15	15650321	haber	v	2098553	han	0.134
15	15650321	haber	v	1137854	he	0.073
15	15650321	haber	v	1095950	había	0.070
15	15650321	haber	v	786297	haber	0.050
15	15650321	haber	v	579518	hemos	0.037
15	15650321	haber	v	470185	haya	0.030
15	15650321	haber	v	273896	has	0.018
15	15650321	haber	v	263641	habían	0.017
15	15650321	haber	v	217741	hubiera	0.014
15	15650321	haber	v	200744	habrá	0.013
15	15650321	haber	v	184247	hubo	0.012
15	15650321	haber	v	174692	habría	0.011
15	15650321	haber	v	135000	hayan	0.009
15	15650321	haber	v	75051	hubiese	0.005
15	15650321	haber	v	61209	habido	0.004
15	15650321	haber	v	49699	hubieran	0.003
15	15650321	haber	v	41020	habiendo	0.003
15	15650321	haber	v	37957	hayas	0.002
15	15650321	haber	v	37554	habíamos	0.002
15	15650321	haber	v	34711	habéis	0.002
15	15650321	haber	v	30428	habrían	0.002
15	15650321	haber	v	27184	habrán	0.002
15	15650321	haber	v	17450	hayamos	0.001
15	15650321	haber	v	16570	hubiesen	0.001
15	15650321	haber	v	14353	hubiere	0.001
15	15650321	haber	v	10048	habrás	0.001
15	15650321	haber	v	9349	hubiéramos	0.001
15	15650321	haber	v	9190	habian	0.001
15	15650321	haber	v	8700	habías	0.001
15	15650321	haber	v	7508	hubieras	0.000
15	15650321	haber	v	7264	habremos	0.000
15	15650321	haber	v	6868	habiéndo	0.000
15	15650321	haber	v	6392	habra	0.000
15	15650321	haber	v	5863	habria	0.000
15	15650321	haber	v	5272	hubieron	0.000
15	15650321	haber	v	5108	hubieren	0.000
15	15650321	haber	v	4796	habré	0.000
15	15650321	haber	v	4302	habríamos	0.000
15	15650321	haber	v	4202	aya	0.000
15	15650321	haber	v	4037	habida	0.000
15	15650321	haber	v	3673	hubiésemos	0.000
15	15650321	haber	v	3381	habeis	0.000
15	15650321	haber	v	3361	hayáis	0.000
15	15650321	haber	v	3155	habréis	0.000
15	15650321	haber	v	3095	haberes	0.000
15	15650321	haber	v	2639	habemos	0.000
15	15650321	haber	v	2133	hubieses	0.000
15	15650321	haber	v	2002	habran	0.000
15	15650321	haber	v	1850	habidos	0.000
15	15650321	haber	v	1638	habrías	0.000
25	8064135	todo	d	3242147	todo	0.402
25	8064135	todo	d	2742473	todos	0.340
25	8064135	todo	d	1112597	todas	0.138
25	8064135	todo	d	966918	toda	0.120
35	4510621	lo	l	2922655	lo	0.648
35	4510621	lo	l	1587966	los	0.352
45	3217251	muy	r	3210811	muy	0.998
45	3217251	muy	r	2434	mui	0.001
45	3217251	muy	r	1854	muuuy	0.001
45	3217251	muy	r	1217	muuuuy	0.000
45	3217251	muy	r	922	muuy	0.000
55	2607744	entre	e	2607744	entre	1.000
65	2220159	eso	p	2220159	eso	1.000
75	1914869	grande	j	1167426	gran	0.610
75	1914869	grande	j	469930	grandes	0.245
75	1914869	grande	j	277355	grande	0.145
85	1749887	mismo	p	1388683	mismo	0.794
85	1749887	mismo	p	361204	mismos	0.206
95	1591819	ahora	r	1591016	ahora	0.999
95	1591819	ahora	r	678	aora	0.000
105	1355711	cual	p	1002656	cual	0.740
105	1355711	cual	p	351809	cuales	0.260
105	1355711	cual	p	979	qual	0.001
105	1355711	cual	p	212	quales	0.000
115	1245477	tomar	v	448283	tomar	0.360
115	1245477	tomar	v	125531	toma	0.101
115	1245477	tomar	v	94585	tomando	0.076
115	1245477	tomar	v	86051	tomado	0.069
115	1245477	tomar	v	72353	tomó	0.058
115	1245477	tomar	v	61112	toman	0.049
115	1245477	tomar	v	56724	tome	0.046
115	1245477	tomar	v	31463	tomo	0.025
115	1245477	tomar	v	31163	tomaron	0.025
115	1245477	tomar	v	29325	tomen	0.024
115	1245477	tomar	v	29310	tomamos	0.024
115	1245477	tomar	v	23195	tomada	0.019
115	1245477	tomar	v	17994	tomé	0.014
115	1245477	tomar	v	16931	tomará	0.014
115	1245477	tomar	v	14444	tomaba	0.012
115	1245477	tomar	v	10795	tomadas	0.009
115	1245477	tomar	v	10576	tomas	0.008
115	1245477	tomar	v	10026	tomes	0.008
115	1245477	tomar	v	8976	tomemos	0.007
115	1245477	tomar	v	8745	tomara	0.007
115	1245477	tomar	v	7845	tomarán	0.006
115	1245477	tomar	v	6232	tomaban	0.005
115	1245477	tomar	v	5150	tomados	0.004
115	1245477	tomar	v	5132	tomaría	0.004
115	1245477	tomar	v	5113	tomándo	0.004
115	1245477	tomar	v	4305	tomaran	0.003
115	1245477	tomar	v	3524	tóma	0.003
115	1245477	tomar	v	3163	tomaré	0.003
115	1245477	tomar	v	3098	tomaremos	0.002
115	1245477	tomar	v	2545	tomaste	0.002
115	1245477	tomar	v	1549	tomarían	0.001
115	1245477	tomar	v	1243	tomad	0.001
115	1245477	tomar	v	1057	tomarás	0.001
115	1245477	tomar	v	1004	tomase	0.001
115	1245477	tomar	v	969	tomábamos	0.001
115	1245477	tomar	v	859	tomare	0.001
115	1245477	tomar	v	664	tomáramos	0.001
115	1245477	tomar	v	606	tómese	0.000
115	1245477	tomar	v	576	tomaras	0.000
115	1245477	tomar	v	513	tómen	0.000
115	1245477	tomar	v	508	toméis	0.000
115	1245477	tomar	v	427	tomasen	0.000
115	1245477	tomar	v	318	tomáis	0.000
115	1245477	tomar	v	296	tomaríamos	0.000
115	1245477	tomar	v	268	tomabas	0.000
115	1245477	tomar	v	253	tomarse	0.000
115	1245477	tomar	v	232	tomarías	0.000
115	1245477	tomar	v	125	tomásemos	0.000
125	1165633	sentir	v	266829	sentir	0.229
125	1165633	sentir	v	210066	siento	0.180
125	1165633	sentir	v	148139	siente	0.127
125	1165633	sentir	v	114088	sentido	0.098
125	1165633	sentir	v	69640	sienten	0.060
125	1165633	sentir	v	55985	sentía	0.048
125	1165633	sentir	v	48911	sentimos	0.042
125	1165633	sentir	v	45865	sentí	0.039
125	1165633	sentir	v	43378	sientes	0.037
125	1165633	sentir	v	27029	sintió	0.023
125	1165633	sentir	v	15825	sintiendo	0.014
125	1165633	sentir	v	15447	sienta	0.013
125	1165633	sentir	v	8643	sentirá	0.007
125	1165633	sentir	v	7847	sientan	0.007
125	1165633	sentir	v	7629	sentían	0.007
125	1165633	sentir	v	7254	sintieron	0.006
125	1165633	sentir	v	6601	sentirás	0.006
125	1165633	sentir	v	6560	sintiéndo	0.006
125	1165633	sentir	v	6271	sentia	0.005
125	1165633	sentir	v	6221	senti	0.005
125	1165633	sentir	v	5083	sintamos	0.004
125	1165633	sentir	v	4674	sentiría	0.004
125	1165633	sentir	v	4542	sentirán	0.004
125	1165633	sentir	v	3835	sentís	0.003
125	1165633	sentir	v	3826	sintiera	0.003
125	1165633	sentir	v	2696	sentiste	0.002
125	1165633	sentir	v	2325	sentíamos	0.002
125	1165633	sentir	v	2122	siénte	0.002
125	1165633	sentir	v	1943	sentiremos	0.002
125	1165633	sentir	v	1529	sientas	0.001
125	1165633	sentir	v	1473	sentidos	0.001
125	1165633	sentir	v	1421	sentiré	0.001
125	1165633	sentir	v	1342	sintieran	0.001
125	1165633	sentir	v	1335	sentías	0.001
125	1165633	sentir	v	1069	sentirían	0.001
125	1165633	sentir	v	862	sentirías	0.001
125	1165633	sentir	v	823	sentis	0.001
125	1165633	sentir	v	624	sentiríamos	0.001
125	1165633	sentir	v	604	sentida	0.001
125	1165633	sentir	v	597	sentirse	0.001
125	1165633	sentir	v	454	sintáis	0.000
125	1165633	sentir	v	407	sintiese	0.000
125	1165633	sentir	v	364	sento	0.000
125	1165633	sentir	v	343	sintiéramos	0.000
125	1165633	sentir	v	339	sintieras	0.000
125	1165633	sentir	v	333	siénten	0.000
125	1165633	sentir	v	304	sente	0.000
125	1165633	sentir	v	296	sentidas	0.000
125	1165633	sentir	v	260	sentiréis	0.000
125	1165633	sentir	v	234	sentias	0.000
125	1165633	sentir	v	167	sintes	0.000
125	1165633	sentir	v	154	ciente	0.000
125	1165633	sentir	v	140	sintiesen	0.000
125	1165633	sentir	v	137	sentid	0.000
125	1165633	sentir	v	122	sinte	0.000
135	1097031	mayor	j	887407	mayor	0.809
135	1097031	mayor	j	209337	mayores	0.191
135	1097031	mayor	j	204	mayora	0.000
145	1039671	contra	e	1039671	contra	1.000
155	1000110	sistema	n	810859	sistema	0.811
155	1000110	sistema	n	188524	sistemas	0.189
155	1000110	sistema	n	494	sitema	0.000
155	1000110	sistema	n	233	sitemas	0.000
165	939824	hora	n	487560	horas	0.519
165	939824	hora	n	452265	hora	0.481
175	902747	grupo	n	611871	grupo	0.678
175	902747	grupo	n	290876	grupos	0.322
185	862495	casa	n	757769	casa	0.879
185	862495	casa	n	104687	casas	0.121
195	826687	poco	r	824238	poco	0.997
195	826687	poco	r	1170	apoco	0.001
195	826687	poco	r	1164	poko	0.001
195	826687	poco	r	115	pokos	0.000
205	782727	diferente	j	549493	diferentes	0.702
205	782727	diferente	j	233234	diferente	0.298
215	768964	empezar	v	171011	empezar	0.222
215	768964	empezar	v	116333	empieza	0.151
215	768964	empezar	v	106415	empezó	0.138
215	768964	empezar	v	46824	empecé	0.061
215	768964	empezar	v	44071	empiezan	0.057
215	768964	empezar	v	41650	empezaron	0.054
215	768964	empezar	v	37842	empezando	0.049
215	768964	empezar	v	33132	empezamos	0.043
215	768964	empezar	v	28933	empezado	0.038
215	768964	empezar	v	17528	empiece	0.023
215	768964	empezar	v	15964	empiezo	0.021
215	768964	empezar	v	13501	empezaba	0.018
215	768964	empezar	v	9731	empecemos	0.013
215	768964	empezar	v	9139	empiezas	0.012
215	768964	empezar	v	9138	empiecen	0.012
215	768964	empezar	v	8291	empezará	0.011
215	768964	empezar	v	6553	empezo	0.009
215	768964	empezar	v	6469	empece	0.008
215	768964	empezar	v	4213	empezara	0.005
215	768964	empezar	v	4199	empezaban	0.005
215	768964	empezar	v	3810	empieces	0.005
215	768964	empezar	v	3756	empezarán	0.005
215	768964	empezar	v	3310	empezaremos	0.004
215	768964	empezar	v	3298	empeze	0.004
215	768964	empezar	v	2620	empezaré	0.003
215	768964	empezar	v	2585	empezaste	0.003
215	768964	empezar	v	2489	empezaría	0.003
215	768964	empezar	v	2057	empezaran	0.003
215	768964	empezar	v	1295	empezarás	0.002
215	768964	empezar	v	1165	empesar	0.002
215	768964	empezar	v	1084	empese	0.001
215	768964	empezar	v	971	empieze	0.001
215	768964	empezar	v	916	empeso	0.001
215	768964	empezar	v	742	empezarían	0.001
215	768964	empezar	v	649	empezás	0.001
215	768964	empezar	v	645	empezábamos	0.001
215	768964	empezar	v	637	empezare	0.001
215	768964	empezar	v	622	empezada	0.001
215	768964	empezar	v	442	empezase	0.001
215	768964	empezar	v	394	empezaras	0.001
215	768964	empezar	v	346	empezáramos	0.000
215	768964	empezar	v	327	empezemos	0.000
215	768964	empezar	v	313	empezas	0.000
215	768964	empezar	v	309	empeza	0.000
215	768964	empezar	v	286	empezáis	0.000
215	768964	empezar	v	266	empezaríamos	0.000
215	768964	empezar	v	212	empiesa	0.000
215	768964	empezar	v	207	empezad	0.000
215	768964	empezar	v	206	empecéis	0.000
215	768964	empezar	v	201	empezados	0.000
215	768964	empezar	v	198	empezadas	0.000
215	768964	empezar	v	183	empezabas	0.000
215	768964	empezar	v	158	empiese	0.000
215	768964	empezar	v	142	empezasen	0.000
215	768964	empezar	v	104	empezasteis	0.000
215	768964	empezar	v	87	enpeso	0.000
215	768964	empezar	v	77	empezándo	0.000
225	737451	pueblo	n	554837	pueblo	0.752
225	737451	pueblo	n	182614	pueblos	0.248
235	707652	casi	r	707652	casi	1.000
245	674603	amor	n	653973	amor	0.969
245	674603	amor	n	20557	amores	0.030
255	651826	producir	v	175123	produce	0.269
255	651826	producir	v	129217	producir	0.198
255	651826	producir	v	81122	producen	0.124
255	651826	producir	v	55455	producido	0.085
255	651826	producir	v	53271	produjo	0.082
255	651826	producir	v	27622	produciendo	0.042
255	651826	producir	v	22666	produzca	0.035
255	651826	producir	v	14556	producidos	0.022
255	651826	producir	v	13999	producida	0.021
255	651826	producir	v	12638	produjeron	0.019
255	651826	producir	v	11147	produzcan	0.017
255	651826	producir	v	10470	producirá	0.016
255	651826	producir	v	8368	producía	0.013
255	651826	producir	v	8077	producidas	0.012
255	651826	producir	v	4579	producían	0.007
255	651826	producir	v	4066	produciría	0.006
255	651826	producir	v	3486	producimos	0.005
255	651826	producir	v	3468	produciéndo	0.005
255	651826	producir	v	3231	producirán	0.005
255	651826	producir	v	3129	produjera	0.005
255	651826	producir	v	1201	producirían	0.002
255	651826	producir	v	1127	produjeran	0.002
255	651826	producir	v	755	produzco	0.001
255	651826	producir	v	593	produjese	0.001
255	651826	producir	v	577	produces	0.001
255	651826	producir	v	268	produje	0.000
255	651826	producir	v	268	produzcamos	0.000
255	651826	producir	v	189	produzcas	0.000
255	651826	producir	v	170	produjere	0.000
255	651826	producir	v	161	produjesen	0.000
255	651826	producir	v	132	produciremos	0.000
255	651826	producir	v	122	producíamos	0.000
255	651826	producir	v	113	produjimos	0.000
255	651826	producir	v	76	producirás	0.000
265	622058	pequeño	j	179873	pequeña	0.289
265	622058	pequeño	j	177754	pequeño	0.286
265	622058	pequeño	j	146923	pequeños	0.236
265	622058	pequeño	j	115253	pequeñas	0.185
265	622058	pequeño	j	840	pequeno	0.001
265	622058	pequeño	j	605	pequena	0.001
265	622058	pequeño	j	493	pequenos	0.001
265	622058	pequeño	j	317	pequenas	0.001
275	600655	razón	n	411311	razón	0.685
275	600655	razón	n	188136	razones	0.313
275	600655	razón	n	879	razòn	0.001
275	600655	razón	n	124	razonas	0.000
275	600655	razón	n	111	razona	0.000
275	600655	razón	n	89	razónes	0.000
285	567691	mí	p	567553	mí	1.000
285	567691	mí	p	138	mís	0.000
295	551884	paso	n	403346	paso	0.731
295	551884	paso	n	125359	pasos	0.227
295	551884	paso	n	22251	pasa	0.040
295	551884	paso	n	928	pasas	0.002
305	535003	servir	v	153633	sirve	0.287
305	535003	servir	v	100887	servir	0.189
305	535003	servir	v	63201	sirven	0.118
305	535003	servir	v	36028	sirva	0.067
305	535003	servir	v	33239	servido	0.062
305	535003	servir	v	28532	sirvió	0.053
305	535003	servir	v	22162	servirá	0.041
305	535003	servir	v	13020	sirvan	0.024
305	535003	servir	v	10958	servía	0.020
305	535003	servir	v	9383	sirvieron	0.018
305	535003	servir	v	8791	sirviendo	0.016
305	535003	servir	v	8307	servirán	0.016
305	535003	servir	v	6994	serviría	0.013
305	535003	servir	v	6264	servían	0.012
305	535003	servir	v	3458	servida	0.006
305	535003	servir	v	3066	servimos	0.006
305	535003	servir	v	2904	sirviera	0.005
305	535003	servir	v	2423	servidas	0.005
305	535003	servir	v	2418	sirvo	0.005
305	535003	servir	v	1947	sirviéndo	0.004
305	535003	servir	v	1925	sirvio	0.004
305	535003	servir	v	1879	servidos	0.004
305	535003	servir	v	1810	servirían	0.003
305	535003	servir	v	1363	sirves	0.003
305	535003	servir	v	1212	sirvieran	0.002
305	535003	servir	v	997	servira	0.002
305	535003	servir	v	937	servia	0.002
305	535003	servir	v	896	sírva	0.002
305	535003	servir	v	769	sirvamos	0.001
305	535003	servir	v	744	serví	0.001
305	535003	servir	v	582	sirvas	0.001
305	535003	servir	v	542	sirviese	0.001
305	535003	servir	v	444	servo	0.001
305	535003	servir	v	436	serviremos	0.001
305	535003	servir	v	392	sírve	0.001
305	535003	servir	v	354	servirás	0.001
305	535003	servir	v	291	servís	0.001
305	535003	servir	v	251	serviré	0.000
305	535003	servir	v	202	sírvan	0.000
305	535003	servir	v	178	sirviesen	0.000
305	535003	servir	v	132	servio	0.000
305	535003	servir	v	114	sirváis	0.000
305	535003	servir	v	112	serve	0.000
305	535003	servir	v	105	serviréis	0.000
305	535003	servir	v	103	serviste	0.000
305	535003	servir	v	96	servid	0.000
305	535003	servir	v	93	servíamos	0.000
315	514103	sentido	n	463148	sentido	0.901
315	514103	sentido	n	50955	sentidos	0.099
325	498840	salud	n	497940	salud	0.998
325	498840	salud	n	825	saludes	0.002
325	498840	salud	n	76	saluds	0.000
335	489765	camino	n	414483	camino	0.846
335	489765	camino	n	70501	caminos	0.144
335	489765	camino	n	4073	camina	0.008
335	489765	camino	n	708	caminas	0.001
345	478100	señalar	v	157235	señaló	0.329
345	478100	señalar	v	111397	señala	0.233
345	478100	señalar	v	63251	señalar	0.132
345	478100	señalar	v	36415	señalado	0.076
345	478100	señalar	v	28764	señalan	0.060
345	478100	señalar	v	16529	señalando	0.035
345	478100	señalar	v	10675	señalaron	0.022
345	478100	señalar	v	7976	señalaba	0.017
345	478100	señalar	v	7005	señalados	0.015
345	478100	señalar	v	5504	señales	0.012
345	478100	señalar	v	4916	señalo	0.010
345	478100	señalar	v	4635	señale	0.010
345	478100	señalar	v	3039	señaladas	0.006
345	478100	señalar	v	2890	señalamos	0.006
345	478100	señalar	v	2398	señalada	0.005
345	478100	señalar	v	2304	señalaban	0.005
345	478100	señalar	v	1924	señalas	0.004
345	478100	señalar	v	1745	señalen	0.004
345	478100	señalar	v	1591	señalé	0.003
345	478100	señalar	v	1503	señalará	0.003
345	478100	señalar	v	1384	señalándo	0.003
345	478100	señalar	v	999	señalara	0.002
345	478100	señalar	v	501	señalemos	0.001
345	478100	señalar	v	430	señalaremos	0.001
345	478100	señalar	v	410	señalábamos	0.001
345	478100	señalar	v	410	señalaría	0.001
345	478100	señalar	v	377	señalarán	0.001
345	478100	señalar	v	293	se?alado	0.001
345	478100	señalar	v	272	señalaré	0.001
345	478100	señalar	v	255	señalaran	0.001
345	478100	señalar	v	172	señalaste	0.000
345	478100	señalar	v	93	señaláramos	0.000
345	478100	señalar	v	92	señalarían	0.000
345	478100	señalar	v	80	señalase	0.000
345	478100	señalar	v	66	señalabas	0.000
345	478100	señalar	v	65	se?alando	0.000
345	478100	señalar	v	49	señalare	0.000
345	478100	señalar	v	48	señála	0.000
355	460900	medio	j	233890	medio	0.507
355	460900	medio	j	142665	media	0.310
355	460900	medio	j	69391	medios	0.151
355	460900	medio	j	14954	medias	0.032
365	456723	decisión	n	270757	decisión	0.593
365	456723	decisión	n	178997	decisiones	0.392
365	456723	decisión	n	2427	desicion	0.005
365	456723	decisión	n	1694	desición	0.004
365	456723	decisión	n	1486	desiciones	0.003
365	456723	decisión	n	734	decicion	0.002
365	456723	decisión	n	474	deciciones	0.001
365	456723	decisión	n	121	decición	0.000
375	446108	dicho	p	374592	dicho	0.840
375	446108	dicho	p	71516	dichos	0.160
385	430776	luz	n	377474	luz	0.876
385	430776	luz	n	53271	luces	0.124
395	418165	cuatro	m	416140	cuatro	0.995
395	418165	cuatro	m	2025	cuatros	0.005
405	411935	menos	j	411935	menos	1.000
415	401168	serie	n	349091	serie	0.870
415	401168	serie	n	52077	series	0.130
425	395402	allí	r	395402	allí	1.000
435	388883	negocio	n	233614	negocio	0.601
435	388883	negocio	n	155269	negocios	0.399
445	381222	iglesia	n	335598	iglesia	0.880
445	381222	iglesia	n	45624	iglesias	0.120
455	374016	bajo	j	176352	bajo	0.472
455	374016	bajo	j	108659	baja	0.291
455	374016	bajo	j	55450	bajos	0.148
455	374016	bajo	j	33630	bajas	0.090
465	365515	enviar	v	116965	enviar	0.320
465	365515	enviar	v	40730	envió	0.111
465	365515	enviar	v	38938	envía	0.107
465	365515	enviar	v	20777	enviado	0.057
465	365515	enviar	v	14644	enviando	0.040
465	365515	enviar	v	14610	envían	0.040
465	365515	enviar	v	12114	envíe	0.033
465	365515	enviar	v	10911	enviaron	0.030
465	365515	enviar	v	8372	enviará	0.023
465	365515	enviar	v	7279	envío	0.020
465	365515	enviar	v	6834	envio	0.019
465	365515	enviar	v	6659	enviada	0.018
465	365515	enviar	v	6277	enviadas	0.017
465	365515	enviar	v	6264	enviados	0.017
465	365515	enviar	v	5780	envié	0.016
465	365515	enviar	v	5231	envíen	0.014
465	365515	enviar	v	5007	enviamos	0.014
465	365515	enviar	v	3820	enviaba	0.010
465	365515	enviar	v	3071	envia	0.008
465	365515	enviar	v	2689	enviándo	0.007
465	365515	enviar	v	2560	envie	0.007
465	365515	enviar	v	2282	enviaré	0.006
465	365515	enviar	v	2126	enviarán	0.006
465	365515	enviar	v	2124	enviaremos	0.006
465	365515	enviar	v	2079	enviaban	0.006
465	365515	enviar	v	1992	envías	0.005
465	365515	enviar	v	1832	enviara	0.005
465	365515	enviar	v	1776	envíes	0.005
465	365515	enviar	v	1628	envian	0.004
465	365515	enviar	v	1584	enviaran	0.004
465	365515	enviar	v	1483	enviaste	0.004
465	365515	enviar	v	1333	enviaría	0.004
465	365515	enviar	v	1049	envien	0.003
465	365515	enviar	v	717	envias	0.002
465	365515	enviar	v	691	envies	0.002
465	365515	enviar	v	601	enviemos	0.002
465	365515	enviar	v	386	enviarían	0.001
465	365515	enviar	v	354	enviase	0.001
465	365515	enviar	v	334	enviare	0.001
465	365515	enviar	v	252	enviaras	0.001
465	365515	enviar	v	171	enviarás	0.000
465	365515	enviar	v	156	enviad	0.000
465	365515	enviar	v	146	enviéis	0.000
465	365515	enviar	v	142	enviasen	0.000
465	365515	enviar	v	124	enviasteis	0.000
465	365515	enviar	v	122	enviáis	0.000
465	365515	enviar	v	113	enviábamos	0.000
465	365515	enviar	v	60	enviabas	0.000
465	365515	enviar	v	57	enviáramos	0.000
465	365515	enviar	v	53	enviarías	0.000
465	365515	enviar	v	51	envíamos	0.000
465	365515	enviar	v	39	enviaríamos	0.000
475	360664	fuente	n	215497	fuente	0.598
475	360664	fuente	n	145167	fuentes	0.402
485	353936	institución	n	202815	instituciones	0.573
485	353936	institución	n	148513	institución	0.420
485	353936	institución	n	2557	institucion	0.007
495	347145	suceder	v	137786	sucede	0.397
495	347145	suceder	v	53406	sucedió	0.154
495	347145	suceder	v	40454	suceder	0.117
495	347145	suceder	v	23808	sucediendo	0.069
495	347145	suceder	v	21811	suceda	0.063
495	347145	suceder	v	18742	suceden	0.054
495	347145	suceder	v	10883	sucederá	0.031
495	347145	suceder	v	9703	sucedía	0.028
495	347145	suceder	v	6888	sucedieron	0.020
495	347145	suceder	v	4234	sucediera	0.012
495	347145	suceder	v	4140	sucedería	0.012
495	347145	suceder	v	4127	sucedan	0.012
495	347145	suceder	v	2478	sucedido	0.007
495	347145	suceder	v	2361	sucedio	0.007
495	347145	suceder	v	1500	sucedían	0.004
495	347145	suceder	v	1275	sucederán	0.004
495	347145	suceder	v	831	sucedidos	0.002
495	347145	suceder	v	545	sucediéndo	0.002
495	347145	suceder	v	500	sucediese	0.001
495	347145	suceder	v	423	sucedieran	0.001
495	347145	suceder	v	413	sucedida	0.001
495	347145	suceder	v	297	sucederían	0.001
495	347145	suceder	v	250	sucedidas	0.001
495	347145	suceder	v	69	sucediere	0.000
495	347145	suceder	v	61	sucedes	0.000
495	347145	suceder	v	48	sucedo	0.000
495	347145	suceder	v	47	sucediesen	0.000
505	341353	aspecto	n	194448	aspectos	0.570
505	341353	aspecto	n	146905	aspecto	0.430
515	334164	término	n	189902	términos	0.568
515	334164	término	n	140503	término	0.420
515	334164	término	n	3756	terminos	0.011
525	326564	cabeza	n	300563	cabeza	0.920
525	326564	cabeza	n	26001	cabezas	0.080
535	319337	estudiar	v	129095	estudiar	0.404
535	319337	estudiar	v	31774	estudiando	0.099
535	319337	estudiar	v	30473	estudia	0.095
535	319337	estudiar	v	22934	estudiado	0.072
535	319337	estudiar	v	19138	estudió	0.060
535	319337	estudiar	v	15164	estudian	0.047
535	319337	estudiar	v	14980	estudio	0.047
535	319337	estudiar	v	8031	estudié	0.025
535	319337	estudiar	v	7601	estudiaba	0.024
535	319337	estudiar	v	7134	estudie	0.022
535	319337	estudiar	v	5477	estudiaron	0.017
535	319337	estudiar	v	5003	estudiamos	0.016
535	319337	estudiar	v	3761	estudien	0.012
535	319337	estudiar	v	2441	estudias	0.008
535	319337	estudiar	v	1863	estudiará	0.006
535	319337	estudiar	v	1708	estudiaban	0.005
535	319337	estudiar	v	1194	estudiaste	0.004
535	319337	estudiar	v	1192	estudiaremos	0.004
535	319337	estudiar	v	1095	estudiados	0.003
535	319337	estudiar	v	1053	estudiara	0.003
535	319337	estudiar	v	1042	estudies	0.003
535	319337	estudiar	v	1025	estudiarán	0.003
535	319337	estudiar	v	872	estudiadas	0.003
535	319337	estudiar	v	750	estudiemos	0.002
535	319337	estudiar	v	713	estudiada	0.002
535	319337	estudiar	v	555	estudiaría	0.002
535	319337	estudiar	v	532	estudiaran	0.002
535	319337	estudiar	v	521	estudiándo	0.002
535	319337	estudiar	v	506	estudiábamos	0.002
535	319337	estudiar	v	328	estudiaré	0.001
535	319337	estudiar	v	173	estudiabas	0.001
535	319337	estudiar	v	158	estudiase	0.000
535	319337	estudiar	v	130	estudiarían	0.000
535	319337	estudiar	v	112	estudiarás	0.000
535	319337	estudiar	v	109	estudiad	0.000
535	319337	estudiar	v	100	estúdia	0.000
535	319337	estudiar	v	86	estudiare	0.000
535	319337	estudiar	v	80	estudiaras	0.000
535	319337	estudiar	v	74	estudiasen	0.000
535	319337	estudiar	v	73	estudiáramos	0.000
535	319337	estudiar	v	62	estudiáis	0.000
535	319337	estudiar	v	37	estudiéis	0.000
535	319337	estudiar	v	33	estúdie	0.000
545	314955	real	j	237603	real	0.754
545	314955	real	j	77344	reales	0.246
555	310208	voz	n	245272	voz	0.791
555	310208	voz	n	64707	voces	0.209
555	310208	voz	n	229	vozes	0.001
565	303527	simplemente	r	302915	simplemente	0.998
565	303527	simplemente	r	472	símplemente	0.002
565	303527	simplemente	r	140	simplmente	0.000
575	297787	entregar	v	81153	entregar	0.273
575	297787	entregar	v	40401	entrega	0.136
575	297787	entregar	v	34692	entregó	0.116
575	297787	entregar	v	28111	entregado	0.094
575	297787	entregar	v	14012	entregan	0.047
575	297787	entregar	v	13445	entregaron	0.045
575	297787	entregar	v	9599	entregados	0.032
575	297787	entregar	v	9524	entregando	0.032
575	297787	entregar	v	8905	entregue	0.030
575	297787	entregar	v	8646	entregará	0.029
575	297787	entregar	v	4762	entregamos	0.016
575	297787	entregar	v	4701	entrego	0.016
575	297787	entregar	v	4649	entreguen	0.016
575	297787	entregar	v	4399	entregarán	0.015
575	297787	entregar	v	3756	entregada	0.013
575	297787	entregar	v	3540	entregaba	0.012
575	297787	entregar	v	2899	entregara	0.010
575	297787	entregar	v	2747	entregándo	0.009
575	297787	entregar	v	2391	entregué	0.008
575	297787	entregar	v	2320	entregas	0.008
575	297787	entregar	v	2072	entregadas	0.007
575	297787	entregar	v	2013	entregaban	0.007
575	297787	entregar	v	1165	entregaría	0.004
575	297787	entregar	v	1023	entregaran	0.003
575	297787	entregar	v	918	entregues	0.003
575	297787	entregar	v	832	entregaremos	0.003
575	297787	entregar	v	770	entréga	0.003
575	297787	entregar	v	744	entregaré	0.002
575	297787	entregar	v	665	entregaste	0.002
575	297787	entregar	v	559	entreguemos	0.002
575	297787	entregar	v	505	entregarían	0.002
575	297787	entregar	v	312	entregase	0.001
575	297787	entregar	v	200	entrégue	0.001
575	297787	entregar	v	145	entregasen	0.000
575	297787	entregar	v	144	entregare	0.000
575	297787	entregar	v	136	entregarás	0.000
575	297787	entregar	v	102	entregábamos	0.000
575	297787	entregar	v	84	entréguen	0.000
575	297787	entregar	v	71	entregáramos	0.000
575	297787	entregar	v	64	entregabas	0.000
575	297787	entregar	v	63	entregáis	0.000
575	297787	entregar	v	62	entregarse	0.000
575	297787	entregar	v	59	entregaras	0.000
575	297787	entregar	v	50	entreguéis	0.000
575	297787	entregar	v	33	entregaríamos	0.000
575	297787	entregar	v	33	entregad	0.000
575	297787	entregar	v	31	entregarías	0.000
